StoreNo,IDX,days,mean_daily_sales,median_daily_sales,positive_sales_days,zero_sales_days,positive_day_share,zero_day_share,rotation_group
R195,298785.0,522,0.8371647509578544,0.0,238,284,0.4559386973180077,0.5440613026819924,low
R195,301209.0,547,0.9725776965265083,1.0,296,251,0.5411334552102377,0.45886654478976235,low
R195,301213.0,520,1.3942307692307692,1.0,319,201,0.6134615384615385,0.38653846153846155,medium
R195,301818.0,496,1.3991935483870968,1.0,281,215,0.5665322580645161,0.4334677419354839,medium
R195,301819.0,436,2.7591743119266057,2.0,281,155,0.6444954128440367,0.3555045871559633,high
R195,301820.0,518,2.7915057915057915,2.0,363,155,0.7007722007722008,0.29922779922779924,high
R195,302141.0,544,3.6875,3.0,435,109,0.7996323529411765,0.20036764705882354,high
R195,302143.0,564,2.9627659574468086,2.0,443,121,0.7854609929078015,0.21453900709219859,high
R195,304626.0,512,1.19140625,1.0,301,211,0.587890625,0.412109375,medium
R195,305297.0,541,1.0720887245841035,1.0,309,232,0.5711645101663586,0.4288354898336414,low
R195,305484.0,558,1.2043010752688172,1.0,343,215,0.6146953405017921,0.38530465949820786,medium
R195,305485.0,513,1.442495126705653,1.0,315,198,0.6140350877192983,0.38596491228070173,medium
R195,305920.0,568,0.7834507042253521,0.0,283,285,0.4982394366197183,0.5017605633802817,low
R195,305921.0,506,1.0098814229249011,1.0,260,246,0.5138339920948617,0.48616600790513836,low
R195,306440.0,551,1.221415607985481,1.0,282,269,0.5117967332123412,0.4882032667876588,medium
R195,306627.0,512,1.025390625,1.0,273,239,0.533203125,0.466796875,low
R195,307488.0,484,0.7768595041322314,0.5,242,242,0.5,0.5,low
R195,307856.0,568,1.318661971830986,1.0,332,236,0.5845070422535211,0.4154929577464789,medium
R195,308881.0,518,0.9633204633204633,1.0,277,241,0.5347490347490348,0.46525096525096526,low
R195,312610.0,564,1.2801418439716312,1.0,340,224,0.6028368794326241,0.3971631205673759,medium
R195,324391.0,554,0.8862815884476535,1.0,280,274,0.5054151624548736,0.49458483754512633,low
